"PokedexID","Title","CaptureRate","GrowthRate","HeightInches","WeightLbs","Types","Region","RegionID","Color","EnglishName","JapaneseName","FrenchName","Type1","Type2","SpeciesID"
"680","Doublade","90","medium","31.5","9.92","9;8","61","6","Brown","Doublade","ニダンギル","Dimoclès","Steel","Ghost","680"
"681","Aegislash-shield","45","medium","66.93","116.84","9;8","61","6","Brown","Aegislash","ギルガルド","Exagide","Steel","Ghost","681"
"682","Spritzee","200","medium","7.87","1.1","18","61","6","Pink","Spritzee","シュシュプ","Fluvetin","Fairy","","682"
"683","Aromatisse","140","medium","31.5","34.17","18","61","6","Pink","Aromatisse","フレフワン","Cocotine","Fairy","","683"
"684","Swirlix","200","medium","15.75","7.72","18","61","6","White","Swirlix","ペロッパフ","Sucroquin","Fairy","","684"
"685","Slurpuff","140","medium","31.5","11.02","18","61","6","White","Slurpuff","ペロリーム","Cupcanaille","Fairy","","685"
"686","Inkay","190","medium","15.75","7.72","17;14","61","6","Blue","Inkay","マーイーカ","Sepiatop","Dark","Psychic","686"
"687","Malamar","80","medium","59.06","103.62","17;14","61","6","Blue","Malamar","カラマネロ","Sepiatroce","Dark","Psychic","687"
"688","Binacle","120","medium","19.69","68.34","6;11","61","6","Brown","Binacle","カメテテ","Opermine","Rock","Water","688"
"689","Barbaracle","45","medium","51.18","211.64","6;11","61","6","Brown","Barbaracle","ガメノデス","Golgopathe","Rock","Water","689"
"690","Skrelp","225","medium","19.69","16.09","4;11","61","6","Brown","Skrelp","クズモー","Venalgue","Poison","Water","690"
"691","Dragalge","55","medium","70.87","179.68","4;16","61","6","Brown","Dragalge","ドラミドロ","Kravarech","Poison","Dragon","691"
"692","Clauncher","225","slow","19.69","18.3","11","61","6","Blue","Clauncher","ウデッポウ","Flingouste","Water","","692"
"693","Clawitzer","55","slow","51.18","77.82","11","61","6","Blue","Clawitzer","ブロスター","Gamblast","Water","","693"
"694","Helioptile","190","medium","19.69","13.23","13;1","61","6","Yellow","Helioptile","エリキテル","Galvaran","Electric","Normal","694"
"695","Heliolisk","75","medium","39.37","46.3","13;1","61","6","Yellow","Heliolisk","エレザード","Iguolta","Electric","Normal","695"
"696","Tyrunt","45","medium","31.5","57.32","6;16","61","6","Brown","Tyrunt","チゴラス","Ptyranidur","Rock","Dragon","696"
"697","Tyrantrum","45","medium","98.43","595.25","6;16","61","6","Red","Tyrantrum","ガチゴラス","Rexillius","Rock","Dragon","697"
"698","Amaura","45","medium","51.18","55.56","6;15","61","6","Blue","Amaura","アマルス","Amagara","Rock","Ice","698"
"699","Aurorus","45","medium","106.3","496.04","6;15","61","6","Blue","Aurorus","アマルルガ","Dragmara","Rock","Ice","699"
"700","Sylveon","45","medium","39.37","51.81","18","61","6","Pink","Sylveon","ニンフィア","Nymphali","Fairy","","700"
"701","Hawlucha","100","medium","31.5","47.4","2;3","61","6","Green","Hawlucha","ルチャブル","Brutalibré","Fighting","Flying","701"
"702","Dedenne","180","medium","7.87","4.85","13;18","61","6","Yellow","Dedenne","デデンネ","Dedenne","Electric","Fairy","702"
"703","Carbink","60","slow","11.81","12.57","6;18","61","6","Gray","Carbink","メレシー","Strassie","Rock","Fairy","703"
"704","Goomy","45","slow","11.81","6.17","16","61","6","Purple","Goomy","ヌメラ","Mucuscule","Dragon","","704"
"705","Sliggoo","45","slow","31.5","38.58","16","61","6","Purple","Sliggoo","ヌメイル","Colimucus","Dragon","","705"
"706","Goodra","45","slow","78.74","331.8","16","61","6","Purple","Goodra","ヌメルゴン","Muplodocus","Dragon","","706"
"707","Klefki","75","fast","7.87","6.61","9;18","61","6","Gray","Klefki","クレッフィ","Trousselin","Steel","Fairy","707"
"708","Phantump","120","medium","15.75","15.43","8;12","61","6","Brown","Phantump","ボクレー","Brocélôme","Ghost","Grass","708"
"709","Trevenant","60","medium","59.06","156.53","8;12","61","6","Brown","Trevenant","オーロット","Desséliande","Ghost","Grass","709"
"710","Pumpkaboo-average","120","medium","15.75","11.02","8;12","61","6","Brown","Pumpkaboo","バケッチャ","Pitrouille","Ghost","Grass","710"
"711","Gourgeist-average","60","medium","35.43","27.56","8;12","61","6","Brown","Gourgeist","パンプジン","Banshitrouye","Ghost","Grass","711"
"712","Bergmite","190","medium","39.37","219.36","15","61","6","Blue","Bergmite","カチコール","Grelaçon","Ice","","712"
"713","Avalugg","55","medium","78.74","1113.33","15","61","6","Blue","Avalugg","クレベース","Séracrawl","Ice","","713"
"714","Noibat","190","medium","19.69","17.64","3;16","61","6","Purple","Noibat","オンバット","Sonistrelle","Flying","Dragon","714"
"715","Noivern","45","medium","59.06","187.39","3;16","61","6","Purple","Noivern","オンバーン","Bruyverne","Flying","Dragon","715"
"716","Xerneas","45","slow","118.11","473.99","18","61","6","Blue","Xerneas","ゼルネアス","Xerneas","Fairy","","716"
"717","Yveltal","45","slow","228.35","447.54","17;3","61","6","Red","Yveltal","イベルタル","Yveltal","Dark","Flying","717"
"718","Zygarde-50","3","slow","196.85","672.41","16;5","61","6","Green","Zygarde","ジガルデ","Zygarde","Dragon","Ground","718"
"719","Diancie","3","slow","27.56","19.4","6;18","61","6","Pink","Diancie","ディアンシー","Diancie","Rock","Fairy","719"
"720","Hoopa","3","slow","19.69","19.84","14;8","61","6","Purple","Hoopa","フーパ","Hoopa","Psychic","Ghost","720"
"721","Volcanion","3","slow","66.93","429.9","10;11","61","6","Brown","Volcanion","ボルケニオン","Volcanion","Fire","Water","721"
"722","Rowlet","45","medium-slow","11.81","3.31","12;3","62","7","Brown","Rowlet","モクロー","Brindibou","Grass","Flying","722"
"723","Dartrix","45","medium-slow","27.56","35.27","12;3","62","7","Brown","Dartrix","フクスロー","Efflèche","Grass","Flying","723"
"724","Decidueye","45","medium-slow","62.99","80.69","12;8","62","7","Brown","Decidueye","ジュナイパー","Archéduc","Grass","Ghost","724"
"725","Litten","45","medium-slow","15.75","9.48","10","62","7","Red","Litten","ニャビー","Flamiaou","Fire","","725"
"726","Torracat","45","medium-slow","27.56","55.12","10","62","7","Red","Torracat","ニャヒート","Matoufeu","Fire","","726"
"727","Incineroar","45","medium-slow","70.87","182.98","10;17","62","7","Red","Incineroar","ガオガエン","Félinferno","Fire","Dark","727"
"728","Popplio","45","medium-slow","15.75","16.53","11","62","7","Blue","Popplio","アシマリ","Otaquin","Water","","728"
"729","Brionne","45","medium-slow","23.62","38.58","11","62","7","Blue","Brionne","オシャマリ","Otarlette","Water","","729"
"730","Primarina","45","medium-slow","70.87","97","11;18","62","7","Blue","Primarina","アシレーヌ","Oratoria","Water","Fairy","730"
"731","Pikipek","255","medium","11.81","2.65","1;3","62","7","Black","Pikipek","ツツケラ","Picassaut","Normal","Flying","731"
"732","Trumbeak","120","medium","23.62","32.63","1;3","62","7","Black","Trumbeak","ケララッパ","Piclairon","Normal","Flying","732"
"733","Toucannon","45","medium","43.31","57.32","1;3","62","7","Black","Toucannon","ドデカバシ","Bazoucan","Normal","Flying","733"
"734","Yungoos","255","medium","15.75","13.23","1","62","7","Brown","Yungoos","ヤングース","Manglouton","Normal","","734"
"735","Gumshoos","127","medium","27.56","31.31","1","62","7","Brown","Gumshoos","デカグース","Argouste","Normal","","735"
"736","Grubbin","255","medium","15.75","9.7","7","62","7","Gray","Grubbin","アゴジムシ","Larvibule","Bug","","736"
"737","Charjabug","120","medium","19.69","23.15","7;13","62","7","Green","Charjabug","デンヂムシ","Chrysapile","Bug","Electric","737"
"738","Vikavolt","45","medium","59.06","99.21","7;13","62","7","Blue","Vikavolt","クワガノン","Lucanon","Bug","Electric","738"
"739","Crabrawler","225","medium","23.62","15.43","2","62","7","Purple","Crabrawler","マケンカニ","Crabagarre","Fighting","","739"
"740","Crabominable","60","medium","66.93","396.83","2;15","62","7","White","Crabominable","ケケンカニ","Crabominable","Fighting","Ice","740"
"741","Oricorio-baile","45","medium","23.62","7.5","10;3","62","7","Red","Oricorio","オドリドリ","Plumeline","Fire","Flying","741"
"742","Cutiefly","190","medium","3.94","0.44","7;18","62","7","Yellow","Cutiefly","アブリー","Bombydou","Bug","Fairy","742"
"743","Ribombee","75","medium","7.87","1.1","7;18","62","7","Yellow","Ribombee","アブリボン","Rubombelle","Bug","Fairy","743"
"744","Rockruff","190","medium","19.69","20.28","6","62","7","Brown","Rockruff","イワンコ","Rocabot","Rock","","744"
"745","Lycanroc-midday","90","medium","31.5","55.12","6","62","7","Brown","Lycanroc","ルガルガン","Lougaroc","Rock","","745"
"746","Wishiwashi-solo","60","fast","7.87","0.66","11","62","7","Blue","Wishiwashi","ヨワシ","Froussardine","Water","","746"
"747","Mareanie","190","medium","15.75","17.64","4;11","62","7","Blue","Mareanie","ヒドイデ","Vorastérie","Poison","Water","747"
"748","Toxapex","75","medium","27.56","31.97","4;11","62","7","Blue","Toxapex","ドヒドイデ","Prédastérie","Poison","Water","748"
"749","Mudbray","190","medium","39.37","242.51","5","62","7","Brown","Mudbray","ドロバンコ","Tiboudet","Ground","","749"
"750","Mudsdale","60","medium","98.43","2028.25","5","62","7","Brown","Mudsdale","バンバドロ","Bourrinos","Ground","","750"
"751","Dewpider","200","medium","11.81","8.82","11;7","62","7","Green","Dewpider","シズクモ","Araqua","Water","Bug","751"
"752","Araquanid","100","medium","70.87","180.78","11;7","62","7","Green","Araquanid","オニシズクモ","Tarenbulle","Water","Bug","752"
"753","Fomantis","190","medium","11.81","3.31","12","62","7","Pink","Fomantis","カリキリ","Mimantis","Grass","","753"
"754","Lurantis","75","medium","35.43","40.79","12","62","7","Pink","Lurantis","ラランテス","Floramantis","Grass","","754"
"755","Morelull","190","medium","7.87","3.31","12;18","62","7","Purple","Morelull","ネマシュ","Spododo","Grass","Fairy","755"
"756","Shiinotic","75","medium","39.37","25.35","12;18","62","7","Purple","Shiinotic","マシェード","Lampignon","Grass","Fairy","756"
"757","Salandit","120","medium","23.62","10.58","4;10","62","7","Black","Salandit","ヤトウモリ","Tritox","Poison","Fire","757"
"758","Salazzle","45","medium","47.24","48.94","4;10","62","7","Black","Salazzle","エンニュート","Malamandre","Poison","Fire","758"
"759","Stufful","140","medium","19.69","14.99","1;2","62","7","Pink","Stufful","ヌイコグマ","Nounourson","Normal","Fighting","759"
"760","Bewear","70","medium","82.68","297.62","1;2","62","7","Pink","Bewear","キテルグマ","Chelours","Normal","Fighting","760"
"761","Bounsweet","235","medium-slow","11.81","7.05","12","62","7","Purple","Bounsweet","アマカジ","Croquine","Grass","","761"
"762","Steenee","120","medium-slow","27.56","18.08","12","62","7","Purple","Steenee","アママイコ","Candine","Grass","","762"
"763","Tsareena","45","medium-slow","47.24","47.18","12","62","7","Purple","Tsareena","アマージョ","Sucreine","Grass","","763"
"764","Comfey","60","fast","3.94","0.66","18","62","7","Green","Comfey","キュワワー","Guérilande","Fairy","","764"
"765","Oranguru","45","slow","59.06","167.55","1;14","62","7","White","Oranguru","ヤレユータン","Gouroutan","Normal","Psychic","765"
"766","Passimian","45","slow","78.74","182.54","2","62","7","White","Passimian","ナゲツケサル","Quartermac","Fighting","","766"
"767","Wimpod","90","medium","19.69","26.46","7;11","62","7","Gray","Wimpod","コソクムシ","Sovkipou","Bug","Water","767"
"768","Golisopod","45","medium","78.74","238.1","7;11","62","7","Gray","Golisopod","グソクムシャ","Sarmuraï","Bug","Water","768"
"769","Sandygast","140","medium","19.69","154.32","8;5","62","7","Brown","Sandygast","スナバァ","Bacabouh","Ghost","Ground","769"
"770","Palossand","60","medium","51.18","551.16","8;5","62","7","Brown","Palossand","シロデスナ","Trépassable","Ghost","Ground","770"
"771","Pyukumuku","60","fast","11.81","2.65","11","62","7","Black","Pyukumuku","ナマコブシ","Concombaffe","Water","","771"
"772","Type-null","3","slow","74.8","265.66","1","62","7","Gray","Type: Null","タイプ：ヌル","Type:0","Normal","","772"
"773","Silvally","3","slow","90.55","221.56","1","62","7","Gray","Silvally","シルヴァディ","Silvallié","Normal","","773"
"774","Minior-red-meteor","30","medium-slow","11.81","88.18","6;3","62","7","Brown","Minior","メテノ","Météno","Rock","Flying","774"
"775","Komala","45","slow","15.75","43.87","1","62","7","Blue","Komala","ネッコアラ","Dodoala","Normal","","775"
"776","Turtonator","70","medium","78.74","467.38","10;16","62","7","Red","Turtonator","バクガメス","Boumata","Fire","Dragon","776"
"777","Togedemaru","180","medium","11.81","7.28","13;9","62","7","Gray","Togedemaru","トゲデマル","Togedemaru","Electric","Steel","777"
"778","Mimikyu-disguised","45","medium","7.87","1.54","8;18","62","7","Yellow","Mimikyu","ミミッキュ","Mimiqui","Ghost","Fairy","778"
"779","Bruxish","80","medium","35.43","41.89","11;14","62","7","Pink","Bruxish","ハギギシリ","Denticrisse","Water","Psychic","779"
"780","Drampa","70","medium","118.11","407.85","1;16","62","7","White","Drampa","ジジーロン","Draïeul","Normal","Dragon","780"
"781","Dhelmise","25","medium","153.54","462.97","8;12","62","7","Green","Dhelmise","ダダリン","Sinistrail","Ghost","Grass","781"
"782","Jangmo-o","45","slow","23.62","65.48","16","62","7","Gray","Jangmo-o","ジャラコ","Bébécaille","Dragon","","782"
"783","Hakamo-o","45","slow","47.24","103.62","16;2","62","7","Gray","Hakamo-o","ジャランゴ","Écaïd","Dragon","Fighting","783"
"784","Kommo-o","45","slow","62.99","172.4","16;2","62","7","Gray","Kommo-o","ジャラランガ","Ékaïser","Dragon","Fighting","784"
"785","Tapu-koko","3","slow","70.87","45.19","13;18","62","7","Yellow","Tapu Koko","カプ・コケコ","Tokorico","Electric","Fairy","785"
"786","Tapu-lele","3","slow","47.24","41.01","14;18","62","7","Pink","Tapu Lele","カプ・テテフ","Tokopiyon","Psychic","Fairy","786"
"787","Tapu-bulu","3","slow","74.8","100.31","12;18","62","7","Red","Tapu Bulu","カプ・ブルル","Tokotoro","Grass","Fairy","787"
"788","Tapu-fini","3","slow","51.18","46.74","11;18","62","7","Purple","Tapu Fini","カプ・レヒレ","Tokopisco","Water","Fairy","788"
"789","Cosmog","45","slow","7.87","0.22","14","62","7","Blue","Cosmog","コスモッグ","Cosmog","Psychic","","789"
"790","Cosmoem","45","slow","3.94","2204.4","14","62","7","Blue","Cosmoem","コスモウム","Cosmovum","Psychic","","790"
"791","Solgaleo","45","slow","133.86","507.06","14;9","62","7","White","Solgaleo","ソルガレオ","Solgaleo","Psychic","Steel","791"
"792","Lunala","45","slow","157.48","264.55","14;8","62","7","Purple","Lunala","ルナアーラ","Lunala","Psychic","Ghost","792"
"793","Nihilego","45","slow","47.24","122.36","6;4","62","7","White","Nihilego","ウツロイド","Zéroïd","Rock","Poison","793"
"794","Buzzwole","45","slow","94.49","735.46","7;2","62","7","Red","Buzzwole","マッシブーン","Mouscoto","Bug","Fighting","794"
"795","Pheromosa","45","slow","70.87","55.12","7;2","62","7","White","Pheromosa","フェローチェ","Cancrelove","Bug","Fighting","795"
"796","Xurkitree","45","slow","149.61","220.46","13","62","7","Black","Xurkitree","デンジュモク","Câblifère","Electric","","796"
"797","Celesteela","45","slow","362.2","2204.4","9;3","62","7","Green","Celesteela","テッカグヤ","Bamboiselle","Steel","Flying","797"
"798","Kartana","45","slow","11.81","0.22","12;9","62","7","White","Kartana","カミツルギ","Katagami","Grass","Steel","798"
"799","Guzzlord","45","slow","216.54","1957.7","17;16","62","7","Black","Guzzlord","アクジキング","Engloutyran","Dark","Dragon","799"
"800","Necrozma","255","slow","94.49","507.06","14","62","7","Black","Necrozma","ネクロズマ","Necrozma","Psychic","","800"
"801","Magearna","3","slow","39.37","177.47","9;18","62","7","Gray","Magearna","マギアナ","Magearna","Steel","Fairy","801"
"802","Marshadow","3","slow","27.56","48.94","2;8","62","7","Gray","Marshadow","マーシャドー","Marshadow","Fighting","Ghost","802"
"803","Poipole","45","slow","23.62","3.97","4","62","7","Purple","Poipole","ベベノム","Vémini","Poison","","803"
"804","Naganadel","45","slow","141.73","330.69","4;16","62","7","Purple","Naganadel","アーゴヨン","Mandrillon","Poison","Dragon","804"
"805","Stakataka","30","slow","216.54","1807.79","6;9","62","7","Gray","Stakataka","ツンデツンデ","Ama-Ama","Rock","Steel","805"
"806","Blacephalon","30","slow","70.87","28.66","10;8","62","7","White","Blacephalon","ズガドーン","Pierroteknik","Fire","Ghost","806"
"807","Zeraora","3","slow","59.06","98.11","13","62","7","Yellow","Zeraora","ゼラオラ","Zeraora","Electric","","807"
"808","Meltan","3","slow","7.87","17.64","9","62","7","Gray","Meltan","メルタン","Meltan","Steel","","808"
"809","Melmetal","3","slow","98.43","1763.7","9","62","7","Gray","Melmetal","メルメタル","Melmetal","Steel","","809"
"810","Grookey","45","medium-slow","11.81","11.02","12","63","8","Green","Grookey","サルノリ","Ouistempo","Grass","","810"
"811","Thwackey","45","medium-slow","27.56","30.86","12","63","8","Green","Thwackey","バチンキー","Badabouin","Grass","","811"
"812","Rillaboom","45","medium-slow","82.68","198.42","12","63","8","Green","Rillaboom","ゴリランダー","Gorythmic","Grass","","812"
"813","Scorbunny","45","medium-slow","11.81","9.92","10","63","8","White","Scorbunny","ヒバニー","Flambino","Fire","","813"
"814","Raboot","45","medium-slow","23.62","19.84","10","63","8","Gray","Raboot","ラビフット","Lapyro","Fire","","814"
"815","Cinderace","45","medium-slow","55.12","72.75","10","63","8","White","Cinderace","エースバーン","Pyrobut","Fire","","815"
"816","Sobble","45","medium-slow","11.81","8.82","11","63","8","Blue","Sobble","メッソン","Larméléon","Water","","816"
"817","Drizzile","45","medium-slow","27.56","25.35","11","63","8","Blue","Drizzile","ジメレオン","Arrozard","Water","","817"
"818","Inteleon","45","medium-slow","74.8","99.65","11","63","8","Blue","Inteleon","インテレオン","Lézargus","Water","","818"
"819","Skwovet","255","medium","11.81","5.51","1","63","8","Brown","Skwovet","ホシガリス","Rongourmand","Normal","","819"
"820","Greedent","90","medium","23.62","13.23","1","63","8","Brown","Greedent","ヨクバリス","Rongrigou","Normal","","820"
"821","Rookidee","255","medium-slow","7.87","3.97","3","63","8","Blue","Rookidee","ココガラ","Minisange","Flying","","821"
"822","Corvisquire","120","medium-slow","31.5","35.27","3","63","8","Blue","Corvisquire","アオガラス","Bleuseille","Flying","","822"
"823","Corviknight","45","medium-slow","86.61","165.35","3;9","63","8","Purple","Corviknight","アーマーガア","Corvaillus","Flying","Steel","823"
"824","Blipbug","255","medium","15.75","17.64","7","63","8","Blue","Blipbug","サッチムシ","Larvadar","Bug","","824"
"825","Dottler","120","medium","15.75","42.99","7;14","63","8","Yellow","Dottler","レドームシ","Coléodôme","Bug","Psychic","825"
"826","Orbeetle","45","medium","15.75","89.95","7;14","63","8","Red","Orbeetle","イオルブ","Astronelle","Bug","Psychic","826"
"827","Nickit","255","fast","23.62","19.62","17","63","8","Brown","Nickit","クスネ","Goupilou","Dark","","827"
"828","Thievul","127","fast","47.24","43.87","17","63","8","Brown","Thievul","フォクスライ","Roublenard","Dark","","828"
"829","Gossifleur","190","medium","15.75","4.85","12","63","8","Green","Gossifleur","ヒメンカ","Tournicoton","Grass","","829"
"830","Eldegoss","75","medium","19.69","5.51","12","63","8","Green","Eldegoss","ワタシラガ","Blancoton","Grass","","830"
"831","Wooloo","255","medium","23.62","13.23","1","63","8","White","Wooloo","ウールー","Moumouton","Normal","","831"
"832","Dubwool","127","medium","51.18","94.8","1","63","8","White","Dubwool","バイウールー","Moumouflon","Normal","","832"
"833","Chewtle","255","medium","11.81","18.74","11","63","8","Green","Chewtle","カムカメ","Khélocrok","Water","","833"
"834","Drednaw","75","medium","39.37","254.63","11;6","63","8","Green","Drednaw","カジリガメ","Torgamord","Water","Rock","834"
"835","Yamper","255","fast","11.81","29.76","13","63","8","Yellow","Yamper","ワンパチ","Voltoutou","Electric","","835"
"836","Boltund","45","fast","39.37","74.96","13","63","8","Yellow","Boltund","パルスワン","Fulgudog","Electric","","836"
"837","Rolycoly","255","medium-slow","11.81","26.46","6","63","8","Black","Rolycoly","タンドン","Charbi","Rock","","837"
"838","Carkol","120","medium-slow","43.31","171.96","6;10","63","8","Black","Carkol","トロッゴン","Wagomine","Rock","Fire","838"
"839","Coalossal","45","medium-slow","110.24","684.53","6;10","63","8","Black","Coalossal","セキタンザン","Monthracite","Rock","Fire","839"
"840","Applin","255","slow-then-very-fast","7.87","1.1","12;16","63","8","Green","Applin","カジッチュ","Verpom","Grass","Dragon","840"
"841","Flapple","45","slow-then-very-fast","11.81","2.2","12;16","63","8","Green","Flapple","アップリュー","Pomdrapi","Grass","Dragon","841"
"842","Appletun","45","slow-then-very-fast","15.75","28.66","12;16","63","8","Green","Appletun","タルップル","Dratatin","Grass","Dragon","842"
"843","Silicobra","255","medium","86.61","16.76","5","63","8","Green","Silicobra","スナヘビ","Dunaja","Ground","","843"
"844","Sandaconda","120","medium","149.61","144.4","5","63","8","Green","Sandaconda","サダイジャ","Dunaconda","Ground","","844"
"845","Cramorant","45","medium","31.5","39.68","3;11","63","8","Blue","Cramorant","ウッウ","Nigosier","Flying","Water","845"
"846","Arrokuda","255","slow","19.69","2.2","11","63","8","Brown","Arrokuda","サシカマス","Embrochet","Water","","846"
"847","Barraskewda","60","slow","51.18","66.14","11","63","8","Brown","Barraskewda","カマスジョー","Hastacuda","Water","","847"
"848","Toxel","75","medium-slow","15.75","24.25","13;4","63","8","Purple","Toxel","エレズン","Toxizap","Electric","Poison","848"
"849","Toxtricity-amped","45","medium-slow","62.99","88.18","13;4","63","8","Purple","Toxtricity","ストリンダー","Salarsen","Electric","Poison","849"
"850","Sizzlipede","190","medium","27.56","2.2","10;7","63","8","Red","Sizzlipede","ヤクデ","Grillepattes","Fire","Bug","850"
"851","Centiskorch","75","medium","118.11","264.55","10;7","63","8","Red","Centiskorch","マルヤクデ","Scolocendre","Fire","Bug","851"
"852","Clobbopus","180","medium-slow","23.62","8.82","2","63","8","Brown","Clobbopus","タタッコ","Poulpaf","Fighting","","852"
"853","Grapploct","45","medium-slow","62.99","85.98","2","63","8","Blue","Grapploct","オトスパス","Krakos","Fighting","","853"
"854","Sinistea","120","medium","3.94","0.44","8","63","8","Purple","Sinistea","ヤバチャ","Théffroi","Ghost","","854"
"855","Polteageist","60","medium","7.87","0.88","8","63","8","Purple","Polteageist","ポットデス","Polthégeist","Ghost","","855"
"856","Hatenna","235","slow","15.75","7.5","14","63","8","Pink","Hatenna","ミブリム","Bibichut","Psychic","","856"
"857","Hattrem","120","slow","23.62","10.58","14","63","8","Pink","Hattrem","テブリム","Chapotus","Psychic","","857"
"858","Hatterene","45","slow","82.68","11.24","14;18","63","8","Pink","Hatterene","ブリムオン","Sorcilence","Psychic","Fairy","858"
"859","Impidimp","255","medium","15.75","12.13","17;18","63","8","Pink","Impidimp","ベロバー","Grimalin","Dark","Fairy","859"
"860","Morgrem","120","medium","31.5","27.56","17;18","63","8","Pink","Morgrem","ギモー","Fourbelin","Dark","Fairy","860"
"861","Grimmsnarl","45","medium","59.06","134.48","17;18","63","8","Purple","Grimmsnarl","オーロンゲ","Angoliath","Dark","Fairy","861"
"862","Obstagoon","45","medium","62.99","101.41","17;1","63","8","Gray","Obstagoon","タチフサグマ","Ixon","Dark","Normal","862"
"863","Perrserker","90","medium","31.5","61.73","9","63","8","Brown","Perrserker","ニャイキング","Berserkatt","Steel","","863"
"864","Cursola","30","fast","39.37","0.88","8","63","8","White","Cursola","サニゴーン","Corayôme","Ghost","","864"
"865","Sirfetchd","45","medium","31.5","257.94","2","63","8","White","Sirfetch’d","ネギガナイト","Palarticho","Fighting","","865"
"866","Mr-rime","45","medium","59.06","128.31","15;14","63","8","Purple","Mr. Rime","バリコオル","M. Glaquette","Ice","Psychic","866"
"867","Runerigus","90","medium","62.99","146.83","5;8","63","8","Gray","Runerigus","デスバーン","Tutétékri","Ground","Ghost","867"
"868","Milcery","200","medium","7.87","0.66","18","63","8","White","Milcery","マホミル","Crèmy","Fairy","","868"
"869","Alcremie","100","medium","11.81","1.1","18","63","8","White","Alcremie","マホイップ","Charmilly","Fairy","","869"
"870","Falinks","45","medium","118.11","136.69","2","63","8","Yellow","Falinks","タイレーツ","Hexadron","Fighting","","870"
"871","Pincurchin","75","medium","11.81","2.2","13","63","8","Purple","Pincurchin","バチンウニ","Wattapik","Electric","","871"
"872","Snom","190","medium","11.81","8.38","15;7","63","8","White","Snom","ユキハミ","Frissonille","Ice","Bug","872"
"873","Frosmoth","75","medium","51.18","92.59","15;7","63","8","White","Frosmoth","モスノウ","Beldeneige","Ice","Bug","873"
"874","Stonjourner","60","slow","98.43","1146.4","6","63","8","Gray","Stonjourner","イシヘンジン","Dolman","Rock","","874"
"875","Eiscue-ice","60","slow","55.12","196.21","15","63","8","Blue","Eiscue","コオリッポ","Bekaglaçon","Ice","","875"
"876","Indeedee-male","30","fast","35.43","61.73","14;1","63","8","Purple","Indeedee","イエッサン","Wimessir","Psychic","Normal","876"
"877","Morpeko-full-belly","180","medium","11.81","6.61","13;17","63","8","Yellow","Morpeko","モルペコ","Morpeko","Electric","Dark","877"
"878","Cufant","190","medium","47.24","220.46","9","63","8","Yellow","Cufant","ゾウドウ","Charibari","Steel","","878"
"879","Copperajah","90","medium","118.11","1433","9","63","8","Green","Copperajah","ダイオウドウ","Pachyradjah","Steel","","879"
"880","Dracozolt","45","slow","70.87","418.88","13;16","63","8","Green","Dracozolt","パッチラゴン","Galvagon","Electric","Dragon","880"
"881","Arctozolt","45","slow","90.55","330.69","13;15","63","8","Blue","Arctozolt","パッチルドン","Galvagla","Electric","Ice","881"
"882","Dracovish","45","slow","90.55","473.99","11;16","63","8","Green","Dracovish","ウオノラゴン","Hydragon","Water","Dragon","882"
"883","Arctovish","45","slow","78.74","385.81","11;15","63","8","Blue","Arctovish","ウオチルドン","Hydragla","Water","Ice","883"
"884","Duraludon","45","medium","70.87","88.18","9;16","63","8","White","Duraludon","ジュラルドン","Duralugon","Steel","Dragon","884"
"885","Dreepy","45","slow","19.69","4.41","16;8","63","8","Green","Dreepy","ドラメシヤ","Fantyrm","Dragon","Ghost","885"
"886","Drakloak","45","slow","55.12","24.25","16;8","63","8","Green","Drakloak","ドロンチ","Dispareptil","Dragon","Ghost","886"
"887","Dragapult","45","slow","118.11","110.23","16;8","63","8","Green","Dragapult","ドラパルト","Lanssorien","Dragon","Ghost","887"
"888","Zacian","10","slow","110.24","242.51","18","63","8","Blue","Zacian","ザシアン","Zacian","Fairy","","888"
"889","Zamazenta","10","slow","114.17","462.97","2","63","8","Red","Zamazenta","ザマゼンタ","Zamazenta","Fighting","","889"
"890","Eternatus","255","slow","787.4","2094.39","4;16","63","8","Purple","Eternatus","ムゲンダイナ","Éthernatos","Poison","Dragon","890"
"891","Kubfu","3","slow","23.62","26.46","2","63","8","Gray","Kubfu","ダクマ","Wushours","Fighting","","891"
"892","Urshifu-single-strike","3","slow","74.8","231.49","2;17","63","8","Gray","Urshifu","ウーラオス","Shifours","Fighting","Dark","892"
"893","Zarude","3","slow","70.87","154.32","17;12","63","8","Green","Zarude","ザルード","Zarude","Dark","Grass","893"
"894","Regieleki","3","slow","47.24","319.67","13","63","8","Yellow","Regieleki","レジエレキ","Regieleki","Electric","","894"
"895","Regidrago","3","slow","82.68","440.92","16","63","8","Green","Regidrago","レジドラゴ","Regidrago","Dragon","","895"
"896","Glastrier","3","slow","86.61","1763.7","15","63","8","White","Glastrier","ブリザポス","Blizzeval","Ice","","896"
"897","Spectrier","3","slow","78.74","98.11","8","63","8","Black","Spectrier","レイスポス","Spectreval","Ghost","","897"
"898","Calyrex","3","slow","43.31","16.98","14;12","63","8","Green","Calyrex","バドレックス","Sylveroy","Psychic","Grass","898"
"899","Wyrdeer","135","slow","70.87","209.66","1;14","63","8","Gray","Wyrdeer","アヤシシ","Cerbyllin","Normal","Psychic","899"
"900","Kleavor","115","medium","70.87","196.21","7;6","63","8","Brown","Kleavor","バサギリ","Hachécateur","Bug","Rock","900"
